dataset,T2,clusters,min,mean
Oklahoma97,1,4,0.8350877192982457,0.9155235360362144
Oklahoma97,1,5,0.6351351351351351,0.8513299962198262
Oklahoma97,1,6,0.676056338028169,0.8402983216299137
Oklahoma97,1,7,0.6619718309859155,0.8020394247813726
Oklahoma97,1,8,0.647887323943662,0.8081228945468987
Oklahoma97,1,4,0.8611987381703471,0.9273826896458508
Oklahoma97,1,5,0.8760330578512396,0.9321211760795628
Oklahoma97,1,6,0.6351351351351351,0.8574886577559228
Oklahoma97,1,7,0.6111111111111112,0.8429007083031197
Oklahoma97,1,8,0.6216216216216216,0.8155478066792887
Oklahoma97,1,4,0.8566978193146417,0.9181234302851388
Oklahoma97,1,5,0.8333333333333334,0.8893784646912695
Oklahoma97,1,6,0.6235955056179775,0.8101869683695583
Oklahoma97,1,7,0.6069364161849711,0.7892133806787756
Oklahoma97,1,8,0.5862068965517241,0.7850957763631368
Oklahoma97,1,4,0.8796561604584527,0.927894104845524
Oklahoma97,1,5,0.618421052631579,0.858236408012177
Oklahoma97,1,6,0.6527777777777778,0.8412132767341186
Oklahoma97,1,7,0.625,0.7954004153815232
Oklahoma97,1,8,0.625,0.8313951461182789
Oklahoma97,1,4,0.8636363636363636,0.9109848494088004
Oklahoma97,1,5,0.8393574297188755,0.8803573266825268
Oklahoma97,1,6,0.7844036697247706,0.8811707400916223
Oklahoma97,1,7,0.6991869918699187,0.8636649568714413
Oklahoma97,1,8,0.7021791767554479,0.8646024118377016
Oklahoma97,1,4,0.7894736842105263,0.9081900734312744
Oklahoma97,1,5,0.7611336032388664,0.883469118578304
Oklahoma97,1,6,0.7681564245810056,0.8473627818861629
Oklahoma97,1,7,0.6849315068493149,0.8202044967823318
