dataset,alpha,auc,ap,dp,true,false,fnr,tnr
Oklahoma97,20.0,0.6124162256193222,0.5521642814164975,0.05114459708923826,0.037007974104864096,0.03465616511497525,0.16573937855944593,0.09058356727681434
Oklahoma97,20.0,0.5340177396815657,0.5084976419132341,0.030090817420070175,0.02217091320947324,0.01667718493733198,0.12408710770562645,0.05752608247784099
Oklahoma97,20.0,0.7567233998060915,0.6973989794943422,0.07969880493948557,0.06527475491973543,0.04226412639824837,0.12376159590071815,0.08285504798072714
Oklahoma97,30.0,0.6083094462796437,0.5406047260555094,0.0514396573690087,0.046435486026353966,0.02857430045538055,0.11020434244964973,0.050583243918564745
Oklahoma97,30.0,0.7493565800485802,0.6721019553954525,0.06333135028611357,0.05062323721844583,0.016471218423743102,0.19166779898766434,0.03105619110630086
Oklahoma97,30.0,0.7053384262047846,0.6504814764463583,0.11224038185046456,0.09731970174451114,0.06748853096830328,0.3053858425334481,0.10574502200031613
Oklahoma97,30.0,0.6885565950262977,0.6092750077049933,0.06980199679475851,0.05118048041343399,0.03590830073192691,0.21468033850658727,0.048458492185979
Oklahoma97,30.0,0.4639051649423923,0.4548018061856314,0.003534776714278328,0.004397962507441048,0.01122185464718728,0.05284911516607845,0.04624415225879914
Oklahoma97,30.0,0.7553125070336252,0.6963117015944402,0.08111204683483565,0.0642498455951789,0.03677208092109912,0.13400248143535076,0.07776197278175802
Oklahoma97,30.0,0.5696291461606481,0.5104690978816009,0.023833114541880328,0.027624530041553096,0.006337364567541502,0.114470508412285,0.017528707933354086
Oklahoma97,30.0,0.7137745248234314,0.6508141584729821,0.0564095502961172,0.04409958861936938,0.0328137525874605,0.1712419877968822,0.06790995345506624
Oklahoma97,30.0,0.5132145722672906,0.4835182770319365,0.008385691321914848,0.011875337594521215,0.000507796621439763,0.11353530109521315,0.024693929125642642
Oklahoma97,30.0,0.6965650026128023,0.6479781788612109,0.06572310539540888,0.06657067413697637,0.017056401547206702,0.18778477560224494,0.0419577894958731
Oklahoma97,30.0,0.2981950806291439,0.3830590346104292,8.112095280338421e-06,3.7889405663327836e-05,6.424888044460823e-06,0.03239334664925133,0.02645689476541413
Oklahoma97,30.0,0.5033188454872606,0.4822752046243752,0.016669021014170282,0.013561377909193921,0.0073823820323884485,0.1230978926882792,0.042233437337532286
Oklahoma97,30.0,0.7289082103680824,0.6860310129454767,0.06038319120132165,0.03295287297525691,0.016467408925320313,0.3241315385561909,0.10243876560155904
Oklahoma97,30.0,0.7599656318074652,0.6839828248728244,0.0686565746567712,0.05022319004791087,0.013724399058625778,0.2547298203174658,0.059964209734832775
Oklahoma97,30.0,0.7471004121874537,0.6839999660018642,0.05246134873885362,0.01986855479659689,0.01676120330714463,0.050865778696723006,0.026946945856050064
Oklahoma97,30.0,0.6186620754890756,0.5458246724647197,0.024272968927751302,0.00968364217120448,0.008098971328950993,0.07685397036039669,0.02028271835737188
Oklahoma97,30.0,0.6159118965611091,0.5679780956691816,0.03766137645932191,0.02384663217882696,0.016829329290955812,0.07416043186672534,0.04028870637193718
